Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample (run),SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR18543407,AMPLICON,299,10298852,PRJNA819090,SAMN27107970,SARS-CoV-2: wastewater surveillance,1057056,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-06-13 00:00:00+00:00,2021-06-13,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14673376,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42152,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42152,SEARCH-42152__D102091__P13__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42152__D102091__P13__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543408,AMPLICON,299,8966984,PRJNA819090,SAMN27107969,SARS-CoV-2: wastewater surveillance,1064349,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-06-10 00:00:00+00:00,2021-06-10,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673375,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42133,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42133,SEARCH-42133__D102091__N09__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42133__D102091__N09__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543409,AMPLICON,299,13977617,PRJNA819090,SAMN27107968,SARS-CoV-2: wastewater surveillance,1391140,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-06-10 00:00:00+00:00,2021-06-10,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673374,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42132,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42132,SEARCH-42132__D102091__K09__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42132__D102091__K09__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543410,AMPLICON,299,110548783,PRJNA819090,SAMN27107967,SARS-CoV-2: wastewater surveillance,9003593,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-06-09 00:00:00+00:00,2021-06-09,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673373,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42123,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42123,SEARCH-42123__D102091__O07__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42123__D102091__O07__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543411,AMPLICON,299,12897514,PRJNA819090,SAMN27107966,SARS-CoV-2: wastewater surveillance,1173761,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-06-09 00:00:00+00:00,2021-06-09,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673372,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42122,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42122,SEARCH-42122__D102091__I08__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42122__D102091__I08__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543412,AMPLICON,299,112313703,PRJNA819090,SAMN27107965,SARS-CoV-2: wastewater surveillance,9056327,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-29 00:00:00+00:00,2021-05-29,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673371,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42113,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42113,SEARCH-42113__D102091__F15__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42113__D102091__F15__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543413,AMPLICON,300,1502601,PRJNA819090,SAMN27107964,SARS-CoV-2: wastewater surveillance,359522,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-29 00:00:00+00:00,2021-05-29,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673370,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42107,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42107,SEARCH-42107__D102091__D15__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42107__D102091__D15__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543414,AMPLICON,299,4518977,PRJNA819090,SAMN27107793,SARS-CoV-2: wastewater surveillance,678751,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-04 00:00:00+00:00,2021-03-04,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673369,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40309,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40309,SEARCH-40309__D102065b__P16__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40309__D102065b__P16__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543415,AMPLICON,300,11160108,PRJNA819090,SAMN27107963,SARS-CoV-2: wastewater surveillance,1031952,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-20 00:00:00+00:00,2021-05-20,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673368,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42085,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42085,SEARCH-42085__D102091__H05__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42085__D102091__H05__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543416,AMPLICON,299,9076058,PRJNA819090,SAMN27107962,SARS-CoV-2: wastewater surveillance,986093,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-16 00:00:00+00:00,2021-05-16,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673367,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42075,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42075,SEARCH-42075__D102091__H03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42075__D102091__H03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543417,AMPLICON,299,6572426,PRJNA819090,SAMN27107961,SARS-CoV-2: wastewater surveillance,839223,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-16 00:00:00+00:00,2021-05-16,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14673366,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42073,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42073,SEARCH-42073__D102091__F03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42073__D102091__F03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543418,AMPLICON,300,11583965,PRJNA819090,SAMN27107960,SARS-CoV-2: wastewater surveillance,1154391,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-16 00:00:00+00:00,2021-05-16,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673365,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42072,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42072,SEARCH-42072__D102091__E03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42072__D102091__E03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543419,AMPLICON,299,13963121,PRJNA819090,SAMN27107959,SARS-CoV-2: wastewater surveillance,1296240,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-16 00:00:00+00:00,2021-05-16,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14673364,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42071,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42071,SEARCH-42071__D102091__G03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42071__D102091__G03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543420,AMPLICON,298,43784866,PRJNA819090,SAMN27107958,SARS-CoV-2: wastewater surveillance,4611868,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-15 00:00:00+00:00,2021-05-15,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673363,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42064,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42064,SEARCH-42064__D102091__H02__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42064__D102091__H02__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543421,AMPLICON,299,31076404,PRJNA819090,SAMN27107957,SARS-CoV-2: wastewater surveillance,2934150,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-15 00:00:00+00:00,2021-05-15,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673362,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42063,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42063,SEARCH-42063__D102091__B03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42063__D102091__B03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543422,AMPLICON,300,26117787,PRJNA819090,SAMN27107956,SARS-CoV-2: wastewater surveillance,2512610,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-14 00:00:00+00:00,2021-05-14,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673361,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42060,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42060,SEARCH-42060__D102091__H01__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42060__D102091__H01__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543423,AMPLICON,299,43149201,PRJNA819090,SAMN27107955,SARS-CoV-2: wastewater surveillance,3811332,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-14 00:00:00+00:00,2021-05-14,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673360,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42059,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42059,SEARCH-42059__D102091__C02__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42059__D102091__C02__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543424,AMPLICON,299,292307845,PRJNA819090,SAMN27107954,SARS-CoV-2: wastewater surveillance,24295022,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-14 00:00:00+00:00,2021-05-14,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673359,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42058,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42058,SEARCH-42058__D102091__G01__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42058__D102091__G01__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543425,AMPLICON,300,58014605,PRJNA819090,SAMN27107792,SARS-CoV-2: wastewater surveillance,4476811,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-04 00:00:00+00:00,2021-03-04,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673358,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40303,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40303,SEARCH-40303__D102065a__K17__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40303__D102065a__K17__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543426,AMPLICON,299,27051952,PRJNA819090,SAMN27107953,SARS-CoV-2: wastewater surveillance,2647873,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-14 00:00:00+00:00,2021-05-14,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673357,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42056,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42056,SEARCH-42056__D102091__B02__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42056__D102091__B02__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543427,AMPLICON,299,3170849,PRJNA819090,SAMN27107952,SARS-CoV-2: wastewater surveillance,524314,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-05-13 00:00:00+00:00,2021-05-13,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673356,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42055,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42055,SEARCH-42055__D102091__D01__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42055__D102091__D01__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543428,AMPLICON,300,39925538,PRJNA819090,SAMN27107951,SARS-CoV-2: wastewater surveillance,3430483,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673355,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41376,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41376,SEARCH-41376__D102093a__K10__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-41376__D102093a__K10__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543429,AMPLICON,299,165853168,PRJNA819090,SAMN27107950,SARS-CoV-2: wastewater surveillance,16240370,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673354,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41374,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41374,SEARCH-41374__D102093b__I06__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41374__D102093b__I06__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543430,AMPLICON,299,298667519,PRJNA819090,SAMN27107949,SARS-CoV-2: wastewater surveillance,25606728,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673353,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41372,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41372,SEARCH-41372__D102093b__A04__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41372__D102093b__A04__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543431,AMPLICON,299,16454380,PRJNA819090,SAMN27107948,SARS-CoV-2: wastewater surveillance,1840396,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673352,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41369,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41369,SEARCH-41369__D102093b__H09__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41369__D102093b__H09__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543432,AMPLICON,299,6943886,PRJNA819090,SAMN27107947,SARS-CoV-2: wastewater surveillance,746435,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673351,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41367,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41367,SEARCH-41367__D102093a__C10__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-41367__D102093a__C10__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543433,AMPLICON,299,91091958,PRJNA819090,SAMN27107946,SARS-CoV-2: wastewater surveillance,9305559,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14673350,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41364,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41364,SEARCH-41364__D102093b__G08__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41364__D102093b__G08__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543434,AMPLICON,299,5321923,PRJNA819090,SAMN27107945,SARS-CoV-2: wastewater surveillance,745781,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-28 00:00:00+00:00,2020-12-28,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673349,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41363,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41363,SEARCH-41363__D102093b__P15__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41363__D102093b__P15__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543436,AMPLICON,299,30284932,PRJNA819090,SAMN27107791,SARS-CoV-2: wastewater surveillance,2620827,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-01 00:00:00+00:00,2021-03-01,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673347,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40289,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40289,SEARCH-40289__D102065a__O12__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40289__D102065a__O12__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543437,AMPLICON,300,1483726,PRJNA819090,SAMN27107943,SARS-CoV-2: wastewater surveillance,355814,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-21 00:00:00+00:00,2020-12-21,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673346,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41359,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41359,SEARCH-41359__D102093a__M18__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-41359__D102093a__M18__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543438,AMPLICON,299,41862215,PRJNA819090,SAMN27107942,SARS-CoV-2: wastewater surveillance,4491915,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-21 00:00:00+00:00,2020-12-21,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673345,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41358,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41358,SEARCH-41358__D102093b__N07__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41358__D102093b__N07__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543439,AMPLICON,299,996669,PRJNA819090,SAMN27107941,SARS-CoV-2: wastewater surveillance,302342,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-19 00:00:00+00:00,2020-12-19,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673344,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41355,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41355,SEARCH-41355__D102093a__P16__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-41355__D102093a__P16__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543440,AMPLICON,300,38589346,PRJNA819090,SAMN27107940,SARS-CoV-2: wastewater surveillance,3164220,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-20 00:00:00+00:00,2020-12-20,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673343,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41350,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41350,SEARCH-41350__D102093a__A10__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-41350__D102093a__A10__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543441,AMPLICON,299,10340782,PRJNA819090,SAMN27107939,SARS-CoV-2: wastewater surveillance,1243451,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-14 00:00:00+00:00,2020-12-14,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673342,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41345,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41345,SEARCH-41345__D102093b__L08__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41345__D102093b__L08__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543442,AMPLICON,299,17305355,PRJNA819090,SAMN27107938,SARS-CoV-2: wastewater surveillance,1855457,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-21 00:00:00+00:00,2020-12-21,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673341,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-41340,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-41340,SEARCH-41340__D102093b__J10__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-41340__D102093b__J10__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
