Run,amplicon__PCR_primer_scheme (run),amplicon_size (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,enrichment_kit (run),Experiment,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,raw_sequence_data_processing_method (run),ReleaseDate,create_date,version,Sample Name,sequence_submitter_contact_email (run),sequenced_by,SRA Study,ww_population,ww_pre_treatment,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_1_conc,Collection_time,ww_temperature,ww_ph,ww_industrial_effluent_percent
SRR23098854,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,210063952,PRJNA847239,SAMN32768813,SARS-CoV-2: wastewater surveillance,115530956,ASU_WBE,2022-07-04,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051223,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B475,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:02:00Z,1,B475,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,1434700,9:00:00,16.3,7.5,
SRR23098855,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,293,60583314,PRJNA847239,SAMN32768812,SARS-CoV-2: wastewater surveillance,38318435,ASU_WBE,2022-06-20,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051222,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B465,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:01:00Z,1,B465,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,210900,9:00:00,12.5,7.4,
SRR23098858,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,269,37139507,PRJNA847239,SAMN32768624,SARS-CoV-2: wastewater surveillance,25645741,ASU_WBE,2022-08-15,10X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051219,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4403,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,4403,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,54000,6:00:00,8,7.57,
SRR23098860,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,3286968,PRJNA847239,SAMN32768882,SARS-CoV-2: wastewater surveillance,1961577,ASU_WBE,2022-08-01,34X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051217,qiagen rneasy kit,USA,North America,"USA: Washington\, Clallam\, Sequim",Illumina HiSeq 2500,wastewater,B523,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T01:59:00Z,1,B523,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,,8:00:00,4,8.31,
SRR23098861,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,29095284,PRJNA847239,SAMN32768881,SARS-CoV-2: wastewater surveillance,16508190,ASU_WBE,2022-07-18,34X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051216,qiagen rneasy kit,USA,North America,"USA: Washington\, Clallam\, Sequim",Illumina HiSeq 2500,wastewater,B498,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,B498,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,246700,8:00:00,4,8.38,
SRR23098862,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,53958944,PRJNA847239,SAMN32768880,SARS-CoV-2: wastewater surveillance,30221991,ASU_WBE,2022-07-04,34X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051215,qiagen rneasy kit,USA,North America,"USA: Washington\, Clallam\, Sequim",Illumina HiSeq 2500,wastewater,B480,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:01:00Z,1,B480,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,1615400,8:00:00,4,8.37,
SRR23098871,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,279,9022401,PRJNA847239,SAMN32768704,SARS-CoV-2: wastewater surveillance,5601992,ASU_WBE,2022-08-15,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051206,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4410,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,4410,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,88000,6:00:00,8.8,7.61,
SRR23098872,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,279,26712353,PRJNA847239,SAMN32768703,SARS-CoV-2: wastewater surveillance,17171389,ASU_WBE,2022-08-01,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051205,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4327,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,4327,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,170000,6:00:00,6.89,8.7,
SRR23098873,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,18552162,PRJNA847239,SAMN32768702,SARS-CoV-2: wastewater surveillance,10336848,ASU_WBE,2022-07-04,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051204,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4161,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,4161,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,545600,6:00:00,7.9,7.28,
SRR23098874,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,90210118,PRJNA847239,SAMN32768701,SARS-CoV-2: wastewater surveillance,49103363,ASU_WBE,2022-06-20,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051203,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4087,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:02:00Z,1,4087,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,136300,6:00:00,32.9,8.02,
SRR23098875,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,302,302,PRJNA847239,SAMN32768644,SARS-CoV-2: wastewater surveillance,26842,ASU_WBE,2022-08-15,12X,amicon ultrafiltration,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051202,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,4405,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-17T12:43:00Z,1,4405,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,41700,6:00:00,7.4,7.38,
SRR23098883,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,284,3568130,PRJNA847239,SAMN32768762,SARS-CoV-2: wastewater surveillance,2160694,ASU_WBE,2022-09-13,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051194,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B594,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T01:59:00Z,1,B594,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,,8:10:00,5.8,7.11,
SRR23098884,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,37596735,PRJNA847239,SAMN32768761,SARS-CoV-2: wastewater surveillance,21163434,ASU_WBE,2022-08-23,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051193,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B555,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,B555,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,64900,9:10:00,5.8,7.26,
SRR23098885,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,274,37508702,PRJNA847239,SAMN32768760,SARS-CoV-2: wastewater surveillance,25919678,ASU_WBE,2022-08-09,28X,amicon ultrafiltration,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051192,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B536,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:01:00Z,1,B536,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,,8:15:00,6.3,7.22,
SRR23098886,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,9700240,PRJNA847239,SAMN32768759,SARS-CoV-2: wastewater surveillance,5303877,ASU_WBE,2022-07-26,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051191,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B513,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,B513,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,53200,8:10:00,5.5,7.25,
SRR23098887,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,26585815,PRJNA847239,SAMN32768758,SARS-CoV-2: wastewater surveillance,15620923,ASU_WBE,2022-07-12,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051190,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B491,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,B491,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,606300,8:10:00,7.5,7.18,
SRR23098888,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,10664224,PRJNA847239,SAMN32768757,SARS-CoV-2: wastewater surveillance,6069285,ASU_WBE,2022-06-28,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051189,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B469,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:00:00Z,1,B469,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,141400,8:30:00,7.36,5.4,
SRR23098895,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,156800514,PRJNA847239,SAMN32768751,SARS-CoV-2: wastewater surveillance,90756572,ASU_WBE,2022-09-13,27X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051182,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B593,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:03:00Z,1,B593,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,,7:45:00,5.6,7.05,
SRR23098896,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,286,47828646,PRJNA847239,SAMN32768750,SARS-CoV-2: wastewater surveillance,28001735,ASU_WBE,2022-08-23,27X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX19051181,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B554,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2024-02-01T00:00:00Z,2023-01-18T02:01:00Z,1,B554,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,285900,9:00:00,6.2,7.06,
