Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,isolation_source
SRR26627946,WGS,502,95648570,PRJNA1027858,SAMN38060849,SARS-CoV-2: wastewater surveillance,58505262,UNIVERSITY OF WATERLOO,2022-04-11,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22328439,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-04-11-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:17:00Z,1,OWW22-22-04-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26627947,WGS,502,98957754,PRJNA1027858,SAMN38060848,SARS-CoV-2: wastewater surveillance,57757791,UNIVERSITY OF WATERLOO,2022-04-08,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22328438,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-04-08-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW22-22-04-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26627948,WGS,502,130042096,PRJNA1027858,SAMN38060847,SARS-CoV-2: wastewater surveillance,75991207,UNIVERSITY OF WATERLOO,2022-04-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX22328437,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-04-07-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW22-22-04-07,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26627949,WGS,502,105733248,PRJNA1027858,SAMN38060846,SARS-CoV-2: wastewater surveillance,67859945,UNIVERSITY OF WATERLOO,2022-04-06,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22328436,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW21-22-04-06-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW21-22-04-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW21
SRR26627950,WGS,502,272958986,PRJNA1027858,SAMN38060845,SARS-CoV-2: wastewater surveillance,157825525,UNIVERSITY OF WATERLOO,2022-04-06,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22328435,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW8-22-04-06-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW8-22-04-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
SRR26627951,WGS,502,281199818,PRJNA1027858,SAMN38060844,SARS-CoV-2: wastewater surveillance,161051731,UNIVERSITY OF WATERLOO,2022-04-06,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX22328434,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW9-22-04-06-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW9-22-04-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW9
SRR26627952,WGS,502,109737200,PRJNA1027858,SAMN38060843,SARS-CoV-2: wastewater surveillance,61219654,UNIVERSITY OF WATERLOO,2022-04-11,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX22328433,Canada,North America,Canada:Peel Region,Illumina MiSeq,GE BOOTH-22-04-11-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,GE BOOTH-22-04-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR26627953,WGS,502,88006624,PRJNA1027858,SAMN38060842,SARS-CoV-2: wastewater surveillance,52594933,UNIVERSITY OF WATERLOO,2022-04-07,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX22328432,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW3-22-04-07-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW3-22-04-07,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW3
SRR26627954,WGS,502,560438824,PRJNA1027858,SAMN38060840,SARS-CoV-2: wastewater surveillance,328785331,UNIVERSITY OF WATERLOO,2022-04-12,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX22328431,Canada,North America,Canada:Ottawa,Illumina MiSeq,Ottawa WWTP-22-04-12-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:19:00Z,1,Ottawa WWTP-22-04-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR26627955,WGS,502,224185670,PRJNA1027858,SAMN38060839,SARS-CoV-2: wastewater surveillance,135088888,UNIVERSITY OF WATERLOO,2022-04-11,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22328430,Canada,North America,Canada:Ottawa,Illumina MiSeq,Ottawa WWTP-22-04-11-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,Ottawa WWTP-22-04-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR26627956,WGS,502,214463938,PRJNA1027858,SAMN38060838,SARS-CoV-2: wastewater surveillance,136530887,UNIVERSITY OF WATERLOO,2022-04-06,public,"fastq,run.zq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22328429,Canada,North America,Canada:Ottawa,Illumina MiSeq,Ottawa WWTP-22-04-06-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:17:00Z,1,Ottawa WWTP-22-04-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR26627957,WGS,502,92059772,PRJNA1027858,SAMN38060837,SARS-CoV-2: wastewater surveillance,56352931,UNIVERSITY OF WATERLOO,2022-04-06,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22328428,Canada,North America,Canada:Peterborough County,Illumina MiSeq,PTBC3-22-04-06-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,PTBC3-22-04-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Peterborough County 3-Peterborough Public Health
SRR26627958,WGS,502,116540806,PRJNA1027858,SAMN38060841,SARS-CoV-2: wastewater surveillance,69248798,UNIVERSITY OF WATERLOO,2022-04-07,public,"fastq,activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22328427,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW3-22-04-07_6-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,OWW3-22-04-07_6,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW3_6
SRR26627959,WGS,502,107117262,PRJNA1027858,SAMN38060832,SARS-CoV-2: wastewater surveillance,61715801,UNIVERSITY OF WATERLOO,2022-04-10,public,"sra,fastq,activ_sars2_vcf,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22328426,Canada,North America,Canada:Kitchener,Illumina MiSeq,KITCHENER-22-04-10-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:18:00Z,1,KITCHENER-22-04-10,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Kitchener Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26627960,WGS,502,24183850,PRJNA1027858,SAMN38060831,SARS-CoV-2: wastewater surveillance,13870510,UNIVERSITY OF WATERLOO,2022-04-10,public,"fastq,run.zq,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX22328425,Canada,North America,Canada:Cambridge,Illumina MiSeq,GALT-22-04-10-ARTIC-seq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-01T12:19:00Z,1,GALT-22-04-10,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638764,WGS,502,107420972,PRJNA1027858,SAMN38079916,SARS-CoV-2: wastewater surveillance,63186690,UNIVERSITY OF WATERLOO,2022-04-21,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22339216,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A11,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW23-22-04-21,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26638765,WGS,502,110890796,PRJNA1027858,SAMN38079915,SARS-CoV-2: wastewater surveillance,58697554,UNIVERSITY OF WATERLOO,2022-04-22,public,"fastq,activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22339215,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A10,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-04-22,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638766,WGS,502,115433394,PRJNA1027858,SAMN38079914,SARS-CoV-2: wastewater surveillance,61823523,UNIVERSITY OF WATERLOO,2022-04-21,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22339214,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A9,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-04-21,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638767,WGS,502,130092296,PRJNA1027858,SAMN38079976,SARS-CoV-2: wastewater surveillance,68206195,UNIVERSITY OF WATERLOO,2022-05-04,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22339213,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A71,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW23-22-05-04,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26638768,WGS,502,105864270,PRJNA1027858,SAMN38079975,SARS-CoV-2: wastewater surveillance,54128655,UNIVERSITY OF WATERLOO,2022-05-03,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22339212,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A70,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW23-22-05-03,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26638769,WGS,502,108508304,PRJNA1027858,SAMN38079974,SARS-CoV-2: wastewater surveillance,56233003,UNIVERSITY OF WATERLOO,2022-05-04,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22339211,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A69,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-05-04,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638770,WGS,502,125177214,PRJNA1027858,SAMN38079973,SARS-CoV-2: wastewater surveillance,69806713,UNIVERSITY OF WATERLOO,2022-05-03,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX22339210,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A68,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-05-03,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638771,WGS,502,126520566,PRJNA1027858,SAMN38079972,SARS-CoV-2: wastewater surveillance,70615200,UNIVERSITY OF WATERLOO,2022-05-08,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22339209,Canada,North America,Canada:Waterloo,Illumina MiSeq,"=_xlfn.CONCAT(A67,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,WATERLOO-22-05-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Waterloo Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638772,WGS,502,164154,PRJNA1027858,SAMN38079971,SARS-CoV-2: wastewater surveillance,169281,UNIVERSITY OF WATERLOO,2022-05-08,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX22339208,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A66,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:28:00Z,1,GALT-22-05-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638773,WGS,502,116375648,PRJNA1027858,SAMN38079970,SARS-CoV-2: wastewater surveillance,61663488,UNIVERSITY OF WATERLOO,2022-05-08,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22339207,Canada,North America,Canada:Kitchener,Illumina MiSeq,"=_xlfn.CONCAT(A65,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,KITCHENER-22-05-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Kitchener Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638774,WGS,502,104589692,PRJNA1027858,SAMN38079969,SARS-CoV-2: wastewater surveillance,55044198,UNIVERSITY OF WATERLOO,2022-05-09,public,"run.zq,fastq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22339206,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A64,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,GE BOOTH-22-05-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR26638775,WGS,502,156270090,PRJNA1027858,SAMN38079968,SARS-CoV-2: wastewater surveillance,80750585,UNIVERSITY OF WATERLOO,2022-05-09,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22339205,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A63,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,CLARKSON-22-05-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Clarkson South-Peel Water Pollution Control Plant- Peel Public Health
SRR26638776,WGS,502,249394604,PRJNA1027858,SAMN38079967,SARS-CoV-2: wastewater surveillance,140651189,UNIVERSITY OF WATERLOO,2022-05-09,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22339204,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A62,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,HUMBER AMF-22-05-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Humber AMF Pumping Station - York Sewershed- York Region Public Health
SRR26638777,WGS,502,72390408,PRJNA1027858,SAMN38079913,SARS-CoV-2: wastewater surveillance,43253526,UNIVERSITY OF WATERLOO,2022-04-20,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22339203,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A8,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW21-22-04-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW21
SRR26638778,WGS,502,121661206,PRJNA1027858,SAMN38079966,SARS-CoV-2: wastewater surveillance,67113589,UNIVERSITY OF WATERLOO,2022-05-09,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22339202,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A61,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,WARDEN-22-05-09,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Warden and 407 - York Sewershed- York Region Public Health
SRR26638779,WGS,502,200036960,PRJNA1027858,SAMN38079965,SARS-CoV-2: wastewater surveillance,108222399,UNIVERSITY OF WATERLOO,2022-05-09,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22339201,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A60,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,LESLIE-22-05-09,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
SRR26638780,WGS,502,317731864,PRJNA1027858,SAMN38079964,SARS-CoV-2: wastewater surveillance,180231932,UNIVERSITY OF WATERLOO,2022-04-25,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX22339200,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A59,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW5-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW5
SRR26638781,WGS,502,202245760,PRJNA1027858,SAMN38079963,SARS-CoV-2: wastewater surveillance,118072339,UNIVERSITY OF WATERLOO,2022-04-24,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX22339199,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A58,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW15-22-04-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW15
SRR26638782,WGS,502,131075212,PRJNA1027858,SAMN38079962,SARS-CoV-2: wastewater surveillance,80837409,UNIVERSITY OF WATERLOO,2022-04-26,public,"activ_sars2_vcf,run.zq,sra,fastq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22339198,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A57,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW14-22-04-26,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW14
SRR26638783,WGS,502,169691060,PRJNA1027858,SAMN38079961,SARS-CoV-2: wastewater surveillance,102664770,UNIVERSITY OF WATERLOO,2022-04-26,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22339197,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A56,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW17-22-04-26,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW17
SRR26638784,WGS,502,164795556,PRJNA1027858,SAMN38079960,SARS-CoV-2: wastewater surveillance,97597580,UNIVERSITY OF WATERLOO,2022-04-27,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX22339196,Canada,North America,Canada:Sault Ste. Marie,Illumina MiSeq,"=_xlfn.CONCAT(A55,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,SOO-22-04-27,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Sault Ste. Marie East End Wastewater Treatment Plant- Algoma Public Health
SRR26638785,WGS,502,40728766,PRJNA1027858,SAMN38079959,SARS-CoV-2: wastewater surveillance,22156670,UNIVERSITY OF WATERLOO,2022-04-27,public,"sra,fastq,activ_sars2_vcf,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22339195,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A54,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW16-22-04-27,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW16
SRR26638786,WGS,502,87486050,PRJNA1027858,SAMN38079958,SARS-CoV-2: wastewater surveillance,51293898,UNIVERSITY OF WATERLOO,2022-04-29,public,"activ_sars2_vcf,run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX22339194,Canada,North America,Canada:Sudbury,Illumina MiSeq,"=_xlfn.CONCAT(A53,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,TPKL-22-04-29,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR26638787,WGS,502,103623844,PRJNA1027858,SAMN38079957,SARS-CoV-2: wastewater surveillance,61321533,UNIVERSITY OF WATERLOO,2022-04-28,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX22339193,Canada,North America,Canada:Ottawa,Illumina MiSeq,"=_xlfn.CONCAT(A52,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,Ottawa WWTP-22-04-28,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR26638788,WGS,502,139198576,PRJNA1027858,SAMN38079912,SARS-CoV-2: wastewater surveillance,79983861,UNIVERSITY OF WATERLOO,2022-04-20,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22339192,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A7,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW8-22-04-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
