Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sno,Sno.,ID
SRR28986034,AMPLICON,71,76248371,PRJNA1110039,SAMN41315961,SARS-CoV-2: wastewater surveillance,27364922,CSIR-NCL,2022-07-26,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24514809,India,Asia,India: Maharashtra,Illumina MiSeq,STP,AU74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:36:00Z,1,IP15701,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S21
SRR28986035,AMPLICON,71,115885882,PRJNA1110039,SAMN41315943,SARS-CoV-2: wastewater surveillance,48790032,CSIR-NCL,2022-06-27,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24514808,India,Asia,India: Maharashtra,Illumina MiSeq,STP,BY65,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP16151,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S3
SRR28986036,AMPLICON,71,105581146,PRJNA1110039,SAMN41315960,SARS-CoV-2: wastewater surveillance,42352217,CSIR-NCL,2022-07-26,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24514807,India,Asia,India: Maharashtra,Illumina MiSeq,STP,SUR74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15305,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S20
SRR28986037,AMPLICON,71,111905888,PRJNA1110039,SAMN41315959,SARS-CoV-2: wastewater surveillance,45262270,CSIR-NCL,2022-07-26,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24514806,India,Asia,India: Maharashtra,Illumina MiSeq,STP,BRS74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15303,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S19
SRR28986038,AMPLICON,71,142579468,PRJNA1110039,SAMN41315958,SARS-CoV-2: wastewater surveillance,57300955,CSIR-NCL,2022-07-26,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24514805,India,Asia,India: Maharashtra,Illumina MiSeq,STP,SUR74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15286,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S18
SRR28986039,AMPLICON,71,108090213,PRJNA1110039,SAMN41315957,SARS-CoV-2: wastewater surveillance,43872656,CSIR-NCL,2022-07-26,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24514804,India,Asia,India: Maharashtra,Illumina MiSeq,STP,AMN74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15279,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S17
SRR28986040,AMPLICON,71,127364831,PRJNA1110039,SAMN41315956,SARS-CoV-2: wastewater surveillance,50853738,CSIR-NCL,2022-07-26,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24514803,India,Asia,India: Maharashtra,Illumina MiSeq,STP,AMN74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15277,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S16
SRR28986041,AMPLICON,71,148288473,PRJNA1110039,SAMN41315955,SARS-CoV-2: wastewater surveillance,59272375,CSIR-NCL,2022-07-25,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24514802,India,Asia,India: Maharashtra,Illumina MiSeq,STP,SMK74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15307,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S15
SRR28986042,AMPLICON,71,82905071,PRJNA1110039,SAMN41315954,SARS-CoV-2: wastewater surveillance,33779854,CSIR-NCL,2022-07-25,public,"sra,run.zq,activ_sars2_vcf,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24514801,India,Asia,India: Maharashtra,Illumina MiSeq,STP,IKZ74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15301,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S14
SRR28986043,AMPLICON,71,122760634,PRJNA1110039,SAMN41315953,SARS-CoV-2: wastewater surveillance,50643460,CSIR-NCL,2022-07-25,public,"run.zq,sra,fastq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24514800,India,Asia,India: Maharashtra,Illumina MiSeq,STP,SMK74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15295,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S13
SRR28986044,AMPLICON,71,61912741,PRJNA1110039,SAMN41315952,SARS-CoV-2: wastewater surveillance,25781571,CSIR-NCL,2022-07-25,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24514799,India,Asia,India: Maharashtra,Illumina MiSeq,STP,STR74A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15294,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S12
SRR28986045,AMPLICON,71,125771309,PRJNA1110039,SAMN41315951,SARS-CoV-2: wastewater surveillance,52065503,CSIR-NCL,2022-07-25,public,"run.zq,sra,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24514798,India,Asia,India: Maharashtra,Illumina MiSeq,STP,PMC74C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP15282,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S11
SRR28986046,AMPLICON,71,92732878,PRJNA1110039,SAMN41315942,SARS-CoV-2: wastewater surveillance,39273141,CSIR-NCL,2022-06-27,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24514797,India,Asia,India: Maharashtra,Illumina MiSeq,STP,PMC64A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP16144,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S2
SRR28986047,AMPLICON,71,131480238,PRJNA1110039,SAMN41315941,SARS-CoV-2: wastewater surveillance,54930095,CSIR-NCL,2022-06-27,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24514796,India,Asia,India: Maharashtra,Illumina MiSeq,STP,PNVL65,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-05-10T00:00:00Z,2024-05-10T02:37:00Z,1,IP16139,SRP506919,NA,NA,NA,NA,yes,SARS-CoV-2,,,S1
SRR29080628,AMPLICON,586,59181639,PRJNA1110039,SAMN41453318,SARS-CoV-2: wastewater surveillance,56487961,CSIR-NCL,2023-05-01,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24605085,India,Asia,India: Maharashtra,MinION,environmental,BUD51,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode41,SRP506919,NA,NA,NA,NA,NA,NA,,356,
SRR29080629,AMPLICON,540,9609672,PRJNA1110039,SAMN41453317,SARS-CoV-2: wastewater surveillance,9264549,CSIR-NCL,2023-05-01,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24605084,India,Asia,India: Maharashtra,MinION,environmental,PNVL51,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode40,SRP506919,NA,NA,NA,NA,NA,NA,,355,
SRR29080630,AMPLICON,621,62080559,PRJNA1110039,SAMN41453316,SARS-CoV-2: wastewater surveillance,58850740,CSIR-NCL,2023-05-01,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24605083,India,Asia,India: Maharashtra,MinION,environmental,NM51,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,,354,
SRR29080631,AMPLICON,710,61804714,PRJNA1110039,SAMN41453315,SARS-CoV-2: wastewater surveillance,58070946,CSIR-NCL,2023-05-03,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605082,India,Asia,India: Maharashtra,MinION,environmental,AMN51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode38,SRP506919,NA,NA,NA,NA,NA,NA,,353,
SRR29080632,AMPLICON,624,186338964,PRJNA1110039,SAMN41453314,SARS-CoV-2: wastewater surveillance,176401390,CSIR-NCL,2023-05-03,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605081,India,Asia,India: Maharashtra,MinION,environmental,SUR51B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode37,SRP506919,NA,NA,NA,NA,NA,NA,,352,
SRR29080633,AMPLICON,702,204873561,PRJNA1110039,SAMN41453313,SARS-CoV-2: wastewater surveillance,192285721,CSIR-NCL,2023-05-02,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605080,India,Asia,India: Maharashtra,MinION,environmental,BRS51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode36,SRP506919,NA,NA,NA,NA,NA,NA,,351,
SRR29080634,AMPLICON,766,93584904,PRJNA1110039,SAMN41453312,SARS-CoV-2: wastewater surveillance,87258671,CSIR-NCL,2023-05-02,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605079,India,Asia,India: Maharashtra,MinION,environmental,BEED51B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode35,SRP506919,NA,NA,NA,NA,NA,NA,,350,
SRR29080635,AMPLICON,719,101215543,PRJNA1110039,SAMN41453311,SARS-CoV-2: wastewater surveillance,94825944,CSIR-NCL,2023-05-02,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24605078,India,Asia,India: Maharashtra,MinION,environmental,BEED51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode34,SRP506919,NA,NA,NA,NA,NA,NA,,349,
SRR29080636,AMPLICON,713,115761976,PRJNA1110039,SAMN41453310,SARS-CoV-2: wastewater surveillance,108375678,CSIR-NCL,2023-05-02,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24605077,India,Asia,India: Maharashtra,MinION,environmental,OBD51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode31,SRP506919,NA,NA,NA,NA,NA,NA,,348,
SRR29080637,AMPLICON,482,84603664,PRJNA1110039,SAMN41453309,SARS-CoV-2: wastewater surveillance,82080140,CSIR-NCL,2023-05-02,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605076,India,Asia,India: Maharashtra,MinION,environmental,PCMC51C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode30,SRP506919,NA,NA,NA,NA,NA,NA,,347,
SRR29080638,AMPLICON,343,112082536,PRJNA1110039,SAMN41453237,SARS-CoV-2: wastewater surveillance,113435684,CSIR-NCL,2022-09-20,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24605075,India,Asia,India: Maharashtra,MinION,environmental,SUR92B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode13,SRP506919,NA,NA,NA,NA,NA,NA,,275,
SRR29080639,AMPLICON,581,95991413,PRJNA1110039,SAMN41453308,SARS-CoV-2: wastewater surveillance,91315508,CSIR-NCL,2023-05-02,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605074,India,Asia,India: Maharashtra,MinION,environmental,PCMC51B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode29,SRP506919,NA,NA,NA,NA,NA,NA,,346,
SRR29080640,AMPLICON,579,112074174,PRJNA1110039,SAMN41453307,SARS-CoV-2: wastewater surveillance,106870382,CSIR-NCL,2023-05-01,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605073,India,Asia,India: Maharashtra,MinION,environmental,IKZ51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode27,SRP506919,NA,NA,NA,NA,NA,NA,,345,
SRR29080641,AMPLICON,739,138508611,PRJNA1110039,SAMN41453306,SARS-CoV-2: wastewater surveillance,129463116,CSIR-NCL,2023-05-01,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605072,India,Asia,India: Maharashtra,MinION,environmental,SMK51B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode26,SRP506919,NA,NA,NA,NA,NA,NA,,344,
SRR29080642,AMPLICON,663,43987869,PRJNA1110039,SAMN41453305,SARS-CoV-2: wastewater surveillance,41522255,CSIR-NCL,2023-05-01,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX24605071,India,Asia,India: Maharashtra,MinION,environmental,SMK51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode25,SRP506919,NA,NA,NA,NA,NA,NA,,343,
SRR29080643,AMPLICON,619,106759288,PRJNA1110039,SAMN41453304,SARS-CoV-2: wastewater surveillance,100924180,CSIR-NCL,2023-05-01,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24605070,India,Asia,India: Maharashtra,MinION,environmental,STR51B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode24,SRP506919,NA,NA,NA,NA,NA,NA,,342,
SRR29080644,AMPLICON,697,35283696,PRJNA1110039,SAMN41453303,SARS-CoV-2: wastewater surveillance,33103273,CSIR-NCL,2023-05-01,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24605069,India,Asia,India: Maharashtra,MinION,environmental,STR51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode23,SRP506919,NA,NA,NA,NA,NA,NA,,341,
SRR29080645,AMPLICON,646,113186056,PRJNA1110039,SAMN41453302,SARS-CoV-2: wastewater surveillance,106809273,CSIR-NCL,2023-05-01,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24605068,India,Asia,India: Maharashtra,MinION,environmental,PMC51A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode22,SRP506919,NA,NA,NA,NA,NA,NA,,340,
SRR29080646,AMPLICON,548,20164149,PRJNA1110039,SAMN41453301,SARS-CoV-2: wastewater surveillance,19331279,CSIR-NCL,2023-05-09,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605067,India,Asia,India: Maharashtra,MinION,environmental,PCMC52C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN135_barcode18,SRP506919,NA,NA,NA,NA,NA,NA,,339,
SRR29080647,AMPLICON,610,181368493,PRJNA1110039,SAMN41453300,SARS-CoV-2: wastewater surveillance,171979829,CSIR-NCL,2023-05-09,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605066,India,Asia,India: Maharashtra,MinION,environmental,PCMC52B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode17,SRP506919,NA,NA,NA,NA,NA,NA,,338,
SRR29080648,AMPLICON,692,143304188,PRJNA1110039,SAMN41453299,SARS-CoV-2: wastewater surveillance,134388651,CSIR-NCL,2023-05-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605065,India,Asia,India: Maharashtra,MinION,environmental,KOP52B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode16,SRP506919,NA,NA,NA,NA,NA,NA,,337,
SRR29080649,AMPLICON,366,82895425,PRJNA1110039,SAMN41453236,SARS-CoV-2: wastewater surveillance,83429206,CSIR-NCL,2022-07-11,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605064,India,Asia,India: Maharashtra,MinION,environmental,SMK72A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode10,SRP506919,NA,NA,NA,NA,NA,NA,,274,
SRR29080650,AMPLICON,679,108424355,PRJNA1110039,SAMN41453298,SARS-CoV-2: wastewater surveillance,101831840,CSIR-NCL,2023-05-08,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX24605063,India,Asia,India: Maharashtra,MinION,environmental,KOP52A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode15,SRP506919,NA,NA,NA,NA,NA,NA,,336,
SRR29080651,AMPLICON,665,110792568,PRJNA1110039,SAMN41453297,SARS-CoV-2: wastewater surveillance,104406655,CSIR-NCL,2023-05-08,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605062,India,Asia,India: Maharashtra,MinION,environmental,SMK52B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode14,SRP506919,NA,NA,NA,NA,NA,NA,,335,
SRR29080652,AMPLICON,620,167150065,PRJNA1110039,SAMN41453296,SARS-CoV-2: wastewater surveillance,158404931,CSIR-NCL,2023-05-08,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24605061,India,Asia,India: Maharashtra,MinION,environmental,SMK52A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode13,SRP506919,NA,NA,NA,NA,NA,NA,,334,
SRR29080653,AMPLICON,672,183838647,PRJNA1110039,SAMN41453295,SARS-CoV-2: wastewater surveillance,172926203,CSIR-NCL,2023-05-08,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24605060,India,Asia,India: Maharashtra,MinION,environmental,PMC52C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode11,SRP506919,NA,NA,NA,NA,NA,NA,,333,
SRR29080654,AMPLICON,651,142859652,PRJNA1110039,SAMN41453294,SARS-CoV-2: wastewater surveillance,134936585,CSIR-NCL,2023-05-08,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605059,India,Asia,India: Maharashtra,MinION,environmental,PMC52A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode10,SRP506919,NA,NA,NA,NA,NA,NA,,332,
SRR29080655,AMPLICON,610,192220155,PRJNA1110039,SAMN41453293,SARS-CoV-2: wastewater surveillance,182410254,CSIR-NCL,2023-05-23,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24605058,India,Asia,India: Maharashtra,MinION,environmental,BY53,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode09,SRP506919,NA,NA,NA,NA,NA,NA,,331,
SRR29080656,AMPLICON,528,635039587,PRJNA1110039,SAMN41453292,SARS-CoV-2: wastewater surveillance,610328144,CSIR-NCL,2023-05-23,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24605057,India,Asia,India: Maharashtra,MinION,environmental,TNA53,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode08,SRP506919,NA,NA,NA,NA,NA,NA,,330,
SRR29080657,AMPLICON,524,180192890,PRJNA1110039,SAMN41453291,SARS-CoV-2: wastewater surveillance,173316206,CSIR-NCL,2023-05-23,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24605056,India,Asia,India: Maharashtra,MinION,environmental,BUD53,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode07,SRP506919,NA,NA,NA,NA,NA,NA,,329,
SRR29080658,AMPLICON,585,230069440,PRJNA1110039,SAMN41453290,SARS-CoV-2: wastewater surveillance,218969965,CSIR-NCL,2023-05-17,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605055,India,Asia,India: Maharashtra,MinION,environmental,AMN53A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode05,SRP506919,NA,NA,NA,NA,NA,NA,,328,
SRR29080659,AMPLICON,389,102331759,PRJNA1110039,SAMN41453289,SARS-CoV-2: wastewater surveillance,101957796,CSIR-NCL,2023-05-16,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24605054,India,Asia,India: Maharashtra,MinION,environmental,PCMC53C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode01,SRP506919,NA,NA,NA,NA,NA,NA,,327,
SRR29080660,AMPLICON,348,58903856,PRJNA1110039,SAMN41453235,SARS-CoV-2: wastewater surveillance,59537634,CSIR-NCL,2022-08-19,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605053,India,Asia,India: Maharashtra,MinION,environmental,ABH83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode07,SRP506919,NA,NA,NA,NA,NA,NA,,273,
