Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing,Isolate,Lat_Lon,STRAIN,sequenced_by
SRR15507906,AMPLICON,291,2465584533,PRJNA735936,SAMN20845567,SARS-CoV-2: wastewater surveillance,1099969555,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807175,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1379,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1379,SRP323202,99061,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507907,AMPLICON,285,1447107338,PRJNA735936,SAMN20845566,SARS-CoV-2: wastewater surveillance,633576168,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11807174,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1378,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1378,SRP323202,11203,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507908,AMPLICON,289,2929954738,PRJNA735936,SAMN20845565,SARS-CoV-2: wastewater surveillance,1322999148,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11807173,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1377,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1377,SRP323202,31269,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507909,AMPLICON,284,1692279130,PRJNA735936,SAMN20845564,SARS-CoV-2: wastewater surveillance,742764288,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807172,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1376,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1376,SRP323202,32460,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507910,AMPLICON,285,2259282025,PRJNA735936,SAMN20845563,SARS-CoV-2: wastewater surveillance,1011379555,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX11807171,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1375,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1375,SRP323202,20832,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507911,AMPLICON,286,1390994393,PRJNA735936,SAMN20845562,SARS-CoV-2: wastewater surveillance,614895799,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX11807170,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1374,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1374,SRP323202,55928,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507912,AMPLICON,291,2624569148,PRJNA735936,SAMN20845561,SARS-CoV-2: wastewater surveillance,1156765831,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11807169,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1373,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1373,SRP323202,46659,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507913,AMPLICON,286,2116884529,PRJNA735936,SAMN20845560,SARS-CoV-2: wastewater surveillance,930909336,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11807168,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1372,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1372,SRP323202,22437,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507914,AMPLICON,289,2061588416,PRJNA735936,SAMN20845559,SARS-CoV-2: wastewater surveillance,912374582,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11807167,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1371,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1371,SRP323202,295910,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507915,AMPLICON,286,1333526590,PRJNA735936,SAMN20845558,SARS-CoV-2: wastewater surveillance,586422495,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807166,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1370,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1370,SRP323202,25073,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507916,AMPLICON,288,1734442317,PRJNA735936,SAMN20845540,SARS-CoV-2: wastewater surveillance,768322288,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11807165,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1337,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1337,SRP323202,35956,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507917,AMPLICON,289,2132623570,PRJNA735936,SAMN20845557,SARS-CoV-2: wastewater surveillance,936958426,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX11807164,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1369,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1369,SRP323202,35956,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507918,AMPLICON,288,1958892184,PRJNA735936,SAMN20845556,SARS-CoV-2: wastewater surveillance,861936840,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-07-05,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11807163,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1368,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1368,SRP323202,7820,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507919,AMPLICON,290,1953072741,PRJNA735936,SAMN20845554,SARS-CoV-2: wastewater surveillance,878095504,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11807161,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s06282021,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s06282021,SRP323202,349850,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507920,AMPLICON,291,2307302286,PRJNA735936,SAMN20845553,SARS-CoV-2: wastewater surveillance,1009982839,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11807160,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1350,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1350,SRP323202,25000,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507921,AMPLICON,294,2354546840,PRJNA735936,SAMN20845552,SARS-CoV-2: wastewater surveillance,1054529676,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11807159,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1349,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1349,SRP323202,139251,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507922,AMPLICON,292,2130274383,PRJNA735936,SAMN20845551,SARS-CoV-2: wastewater surveillance,939299758,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807158,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1348,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1348,SRP323202,8071,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507923,AMPLICON,292,2171591114,PRJNA735936,SAMN20845550,SARS-CoV-2: wastewater surveillance,952862349,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-06-28,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11807157,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1347,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1347,SRP323202,99061,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507924,AMPLICON,289,3197802183,PRJNA735936,SAMN20845637,SARS-CoV-2: wastewater surveillance,1418465570,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807156,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1509,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1509,SRP323202,139251,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507925,AMPLICON,286,2874430809,PRJNA735936,SAMN20845636,SARS-CoV-2: wastewater surveillance,1259442371,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11807155,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1508,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1508,SRP323202,8071,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507926,AMPLICON,289,2353238364,PRJNA735936,SAMN20845635,SARS-CoV-2: wastewater surveillance,1060844225,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11807154,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1507,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1507,SRP323202,99061,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507927,AMPLICON,289,2920093359,PRJNA735936,SAMN20845634,SARS-CoV-2: wastewater surveillance,1280583640,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11807153,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1506,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1506,SRP323202,11203,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507928,AMPLICON,284,2206542560,PRJNA735936,SAMN20845633,SARS-CoV-2: wastewater surveillance,959534234,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11807152,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1505,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1505,SRP323202,31269,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507929,AMPLICON,285,1994831903,PRJNA735936,SAMN20845632,SARS-CoV-2: wastewater surveillance,857147769,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11807151,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1504,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1504,SRP323202,32460,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507930,AMPLICON,292,3041452446,PRJNA735936,SAMN20845631,SARS-CoV-2: wastewater surveillance,1335375174,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11807150,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1503,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1503,SRP323202,20832,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507931,AMPLICON,281,1832038933,PRJNA735936,SAMN20845630,SARS-CoV-2: wastewater surveillance,809048128,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"activ_sars2_vcf,sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11807149,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1502,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1502,SRP323202,55928,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
SRR15507932,AMPLICON,282,2731877149,PRJNA735936,SAMN20845629,SARS-CoV-2: wastewater surveillance,1216485231,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-08-02,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11807148,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1501,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-02T00:00:00Z,s1501,SRP323202,46659,24 h,raw wastewater,grab,yes,SARS-CoV-2,public health surveillance community-level,diversity of mutations across entire genome,,,,University of Louisville Genomics Core Facility
