Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,run_date (run),Sample Name,Sample_Name,Sequencing_method,sewage_type,SRA Study,Submitter_Id,wastewater/sludge_environmental_package,wastewater_type,geographic_location_(region_and_locality)
ERR9861226,RNA-Seq,502,5345888862,PRJEB44932,SAMEA110148757,782332866,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-29,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406304,SAMEA110148757,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148757,19_2021_11_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_11_29,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861227,RNA-Seq,502,2465173910,PRJEB44932,SAMEA110148758,383110185,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-30,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406305,SAMEA110148758,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148758,19_2021_11_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_11_30,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861228,RNA-Seq,502,2987238348,PRJEB44932,SAMEA110148759,393321942,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-24,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406306,SAMEA110148759,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148759,25_2021_11_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_24,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861229,RNA-Seq,502,2617392860,PRJEB44932,SAMEA110148760,340116022,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-25,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406307,SAMEA110148760,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148760,25_2021_11_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_25,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861230,RNA-Seq,502,2773536948,PRJEB44932,SAMEA110148761,421130041,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-26,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406308,SAMEA110148761,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148761,25_2021_11_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_26,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861231,RNA-Seq,502,4071240582,PRJEB44932,SAMEA110148762,525507370,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-27,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406309,SAMEA110148762,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148762,25_2021_11_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_27,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861232,RNA-Seq,502,2576513996,PRJEB44932,SAMEA110148763,340430823,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-28,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406310,SAMEA110148763,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148763,25_2021_11_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_28,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861233,RNA-Seq,502,5196026802,PRJEB44932,SAMEA110148764,642776540,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-29,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406311,SAMEA110148764,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148764,25_2021_11_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_29,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861234,RNA-Seq,502,6539070072,PRJEB44932,SAMEA110148765,899415576,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-30,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406312,SAMEA110148765,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-10,SAMEA110148765,25_2021_11_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_30,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861235,RNA-Seq,502,2429649378,PRJEB44932,SAMEA110148766,443173527,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-17,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406313,SAMEA110148766,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148766,05_2021_11_17,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_17,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861236,RNA-Seq,502,2796981352,PRJEB44932,SAMEA110148767,446745153,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-18,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406314,SAMEA110148767,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148767,05_2021_11_18,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_18,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861237,RNA-Seq,502,4408948532,PRJEB44932,SAMEA110148768,646291376,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-19,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406315,SAMEA110148768,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148768,05_2021_11_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_19,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861238,RNA-Seq,502,3746714650,PRJEB44932,SAMEA110148769,496081885,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-20,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406316,SAMEA110148769,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148769,05_2021_11_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_20,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861239,RNA-Seq,502,3102992520,PRJEB44932,SAMEA110148770,464574648,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-21,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406317,SAMEA110148770,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148770,05_2021_11_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_21,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861240,RNA-Seq,502,6891857600,PRJEB44932,SAMEA110148771,950059121,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-22,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406318,SAMEA110148771,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148771,05_2021_11_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_22,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861241,RNA-Seq,502,2797751922,PRJEB44932,SAMEA110148772,398689310,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-23,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406319,SAMEA110148772,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148772,05_2021_11_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_23,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861242,RNA-Seq,502,5247564130,PRJEB44932,SAMEA110148773,737855854,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-17,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406320,SAMEA110148773,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148773,10_2021_11_17,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_17,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861243,RNA-Seq,502,2590500720,PRJEB44932,SAMEA110148774,523915609,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-18,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406321,SAMEA110148774,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148774,10_2021_11_18,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_18,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861244,RNA-Seq,502,844800238,PRJEB44932,SAMEA110148775,159834529,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-19,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406322,SAMEA110148775,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148775,10_2021_11_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_19,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861245,RNA-Seq,502,5947102636,PRJEB44932,SAMEA110148776,822369167,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-20,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406323,SAMEA110148776,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148776,10_2021_11_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_20,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861246,RNA-Seq,502,4186860720,PRJEB44932,SAMEA110148777,602391582,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-21,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406324,SAMEA110148777,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148777,10_2021_11_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_21,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861247,RNA-Seq,502,4231133606,PRJEB44932,SAMEA110148778,581403224,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-22,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406325,SAMEA110148778,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148778,10_2021_11_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_22,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861248,RNA-Seq,502,6573048444,PRJEB44932,SAMEA110148779,888879974,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-23,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406326,SAMEA110148779,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148779,10_2021_11_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_23,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861249,RNA-Seq,502,2906914332,PRJEB44932,SAMEA110148780,676060373,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-14,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406327,SAMEA110148780,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148780,17_2021_11_14,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_14,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861250,RNA-Seq,502,5043445408,PRJEB44932,SAMEA110148781,805711797,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-17,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406328,SAMEA110148781,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148781,17_2021_11_17,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_17,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861251,RNA-Seq,502,5658334164,PRJEB44932,SAMEA110148782,751030025,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-18,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406329,SAMEA110148782,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148782,17_2021_11_18,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_18,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861252,RNA-Seq,502,6346528474,PRJEB44932,SAMEA110148783,812829096,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-19,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406330,SAMEA110148783,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148783,17_2021_11_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_19,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861253,RNA-Seq,502,2824043670,PRJEB44932,SAMEA110148784,411354545,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-20,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406331,SAMEA110148784,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-12-03,SAMEA110148784,17_2021_11_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_20,wastewater/sludge,human waste,GR - Chur - ARA Chur
