Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample_ID,Sample Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1,amplicon__PCR_primer_scheme (run),amplicon_size (run)
SRR17120687,AMPLICON,282,95859132,PRJNA771693,SAMN22937882,SARS-CoV-2: wastewater surveillance,40074220,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305193,USA,North America,USA: South Carolina,NextSeq 500,wastewater,aquavitas_E419,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E419,aquavitas_E419,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,SC,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120688,AMPLICON,282,76526340,PRJNA771693,SAMN22937881,SARS-CoV-2: wastewater surveillance,31774017,TGEN NORTH,Aquavitas,2020-12-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305192,USA,North America,USA: South Carolina,NextSeq 500,wastewater,aquavitas_E418,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E418,aquavitas_E418,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,SC,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120689,AMPLICON,282,75797652,PRJNA771693,SAMN22666543,SARS-CoV-2: wastewater surveillance,31657621,TGEN NORTH,Aquavitas,2020-12-21,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305191,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E322,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E322,aquavitas_E322,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120690,AMPLICON,282,45454734,PRJNA771693,SAMN22666542,SARS-CoV-2: wastewater surveillance,19046580,TGEN NORTH,Aquavitas,2021-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305190,USA,North America,USA: Louisiana,NextSeq 500,wastewater,aquavitas_E316,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E316,aquavitas_E316,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,LA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120691,AMPLICON,282,81915078,PRJNA771693,SAMN22666501,SARS-CoV-2: wastewater surveillance,34433079,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305189,USA,North America,USA: Tennessee,NextSeq 500,wastewater,aquavitas_E275,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E275,aquavitas_E275,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120692,AMPLICON,282,108602430,PRJNA771693,SAMN22666499,SARS-CoV-2: wastewater surveillance,45879940,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305188,USA,North America,USA: Tennessee,NextSeq 500,wastewater,aquavitas_E273,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E273,aquavitas_E273,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120693,AMPLICON,282,80954022,PRJNA771693,SAMN22335409,SARS-CoV-2: wastewater surveillance,33711097,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305187,USA,North America,USA: Florida,NextSeq 500,wastewater,aquavitas_E008,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E8,aquavitas_E8,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,FL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120694,AMPLICON,282,72232890,PRJNA771693,SAMN22666498,SARS-CoV-2: wastewater surveillance,30624423,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305186,USA,North America,USA: Tennessee,NextSeq 500,wastewater,aquavitas_E272,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E272,aquavitas_E272,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120695,AMPLICON,282,65009460,PRJNA771693,SAMN22666496,SARS-CoV-2: wastewater surveillance,27432441,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305185,USA,North America,USA: Tennessee,NextSeq 500,wastewater,aquavitas_E270,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:25:00Z,1,aquavitas_E270,aquavitas_E270,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120696,AMPLICON,282,60622104,PRJNA771693,SAMN22666484,SARS-CoV-2: wastewater surveillance,25340634,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305184,USA,North America,USA: Kentucky,NextSeq 500,wastewater,aquavitas_E257,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E257,aquavitas_E257,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,KY,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120697,AMPLICON,282,61688628,PRJNA771693,SAMN22666661,SARS-CoV-2: wastewater surveillance,25318913,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305183,USA,North America,USA: Nevada,NextSeq 500,wastewater,aquavitas_E248,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E246,aquavitas_E246,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NV,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120698,AMPLICON,282,45809208,PRJNA771693,SAMN22666474,SARS-CoV-2: wastewater surveillance,19043661,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305182,USA,North America,USA: Texas,NextSeq 500,wastewater,aquavitas_E243,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E241,aquavitas_E241,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TX,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120699,AMPLICON,282,58031934,PRJNA771693,SAMN22513667,SARS-CoV-2: wastewater surveillance,24466780,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305181,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E236,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E236,aquavitas_E236,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120700,AMPLICON,282,86689902,PRJNA771693,SAMN22513663,SARS-CoV-2: wastewater surveillance,36253160,TGEN NORTH,Aquavitas,2021-01-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305180,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E232,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E232,aquavitas_E232,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120701,AMPLICON,282,32962698,PRJNA771693,SAMN22513624,SARS-CoV-2: wastewater surveillance,13898888,TGEN NORTH,Aquavitas,2020-12-21,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305179,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E192,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:25:00Z,1,aquavitas_E192,aquavitas_E192,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120702,AMPLICON,282,86844438,PRJNA771693,SAMN22513617,SARS-CoV-2: wastewater surveillance,36565656,TGEN NORTH,Aquavitas,2021-01-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305178,USA,North America,USA: Texas,NextSeq 500,wastewater,aquavitas_E185,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E185,aquavitas_E185,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TX,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120703,AMPLICON,282,73666296,PRJNA771693,SAMN22513615,SARS-CoV-2: wastewater surveillance,30852203,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305177,USA,North America,USA: Texas,NextSeq 500,wastewater,aquavitas_E183,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E183,aquavitas_E183,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TX,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120704,AMPLICON,282,56669592,PRJNA771693,SAMN22335405,SARS-CoV-2: wastewater surveillance,23389744,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305176,USA,North America,USA: Michigan,NextSeq 500,wastewater,aquavitas_E004,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E4,aquavitas_E4,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MI,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120705,AMPLICON,282,84922608,PRJNA771693,SAMN22513585,SARS-CoV-2: wastewater surveillance,34916835,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305175,USA,North America,USA: Indiana,NextSeq 500,wastewater,aquavitas_E153,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:25:00Z,1,aquavitas_E153,aquavitas_E153,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120706,AMPLICON,282,20377320,PRJNA771693,SAMN22666657,SARS-CoV-2: wastewater surveillance,8563038,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305174,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E148,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E148,aquavitas_E148,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120707,AMPLICON,282,20612508,PRJNA771693,SAMN22666655,SARS-CoV-2: wastewater surveillance,8421735,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305173,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E146,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E146,aquavitas_E146,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120708,AMPLICON,282,90203904,PRJNA771693,SAMN22666653,SARS-CoV-2: wastewater surveillance,36712221,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305172,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E144,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E144,aquavitas_E144,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120709,AMPLICON,282,73260498,PRJNA771693,SAMN22335503,SARS-CoV-2: wastewater surveillance,30803610,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305171,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E129,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E129,aquavitas_E129,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120710,AMPLICON,282,68348622,PRJNA771693,SAMN22335502,SARS-CoV-2: wastewater surveillance,28307446,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305170,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E128,aquavitas_E128,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120711,AMPLICON,282,57804924,PRJNA771693,SAMN22335498,SARS-CoV-2: wastewater surveillance,24132536,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305169,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E124,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E124,aquavitas_E124,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120712,AMPLICON,282,81882930,PRJNA771693,SAMN22335497,SARS-CoV-2: wastewater surveillance,33774880,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305168,USA,North America,USA: Virginia,NextSeq 500,wastewater,aquavitas_E123,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E123,aquavitas_E123,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120713,AMPLICON,282,139202814,PRJNA771693,SAMN22335496,SARS-CoV-2: wastewater surveillance,56878933,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305167,USA,North America,USA: Virginia,NextSeq 500,wastewater,aquavitas_E122,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E122,aquavitas_E122,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120714,AMPLICON,282,81509280,PRJNA771693,SAMN22666651,SARS-CoV-2: wastewater surveillance,33414472,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305166,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E100,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E100,aquavitas_E100,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120715,AMPLICON,282,80274402,PRJNA771693,SAMN22335404,SARS-CoV-2: wastewater surveillance,33447759,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305165,USA,North America,USA: Michigan,NextSeq 500,wastewater,aquavitas_E003,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E3,aquavitas_E3,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MI,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120716,AMPLICON,282,103305906,PRJNA771693,SAMN22666647,SARS-CoV-2: wastewater surveillance,42701388,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305164,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E096,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E096,aquavitas_E96,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120717,AMPLICON,282,29419086,PRJNA771693,SAMN22666646,SARS-CoV-2: wastewater surveillance,12216096,TGEN NORTH,Aquavitas,2021-01-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305163,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E095,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E095,aquavitas_E95,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120718,AMPLICON,282,70797228,PRJNA771693,SAMN22666645,SARS-CoV-2: wastewater surveillance,29131499,TGEN NORTH,Aquavitas,2020-12-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305162,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E094,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:25:00Z,1,aquavitas_E094,aquavitas_E94,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120719,AMPLICON,282,74403726,PRJNA771693,SAMN22666639,SARS-CoV-2: wastewater surveillance,30661424,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305161,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E088,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E088,aquavitas_E88,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120720,AMPLICON,282,81971760,PRJNA771693,SAMN22666638,SARS-CoV-2: wastewater surveillance,33389132,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305160,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E074,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:25:00Z,1,aquavitas_E074,aquavitas_E74,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120721,AMPLICON,282,65303304,PRJNA771693,SAMN22666637,SARS-CoV-2: wastewater surveillance,26449092,TGEN NORTH,Aquavitas,2021-02-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305159,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E073,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E073,aquavitas_E73,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120722,AMPLICON,282,60505074,PRJNA771693,SAMN22666636,SARS-CoV-2: wastewater surveillance,24903683,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305158,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E072,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E072,aquavitas_E72,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120723,AMPLICON,282,98368932,PRJNA771693,SAMN22666635,SARS-CoV-2: wastewater surveillance,41358863,TGEN NORTH,Aquavitas,2021-01-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13305157,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E071,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E071,aquavitas_E71,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120724,AMPLICON,282,33973104,PRJNA771693,SAMN22666634,SARS-CoV-2: wastewater surveillance,14179020,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305156,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E070,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:27:00Z,2,aquavitas_E070,aquavitas_E70,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17120725,AMPLICON,282,104442084,PRJNA771693,SAMN22666633,SARS-CoV-2: wastewater surveillance,42314607,TGEN NORTH,Aquavitas,2021-01-04,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13305155,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E069,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-12-03T00:00:00Z,2021-12-03T16:28:00Z,2,aquavitas_E069,aquavitas_E69,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
