Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,Sample_Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR26528819,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,728107252,PRJNA1031245,SAMN37987436,SARS-CoV-2: wastewater surveillance,729143461,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232010,USA,North America,USA: North Carolina,PromethION,Control,Mixture15-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture15-v4.1-pos_BioSample,Mixture15-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528820,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,404,633353293,PRJNA1031245,SAMN37987437,SARS-CoV-2: wastewater surveillance,634222357,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232009,USA,North America,USA: North Carolina,PromethION,Control,Mixture14-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture14-v4.1-pos_BioSample,Mixture14-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528821,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,717071357,PRJNA1031245,SAMN37987438,SARS-CoV-2: wastewater surveillance,715331666,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232008,USA,North America,USA: North Carolina,PromethION,Control,Mixture13-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture13-v4.1-pos_BioSample,Mixture13-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528822,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,689454014,PRJNA1031245,SAMN37987439,SARS-CoV-2: wastewater surveillance,690005202,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232007,USA,North America,USA: North Carolina,PromethION,Control,Mixture12-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture12-v4.1-pos_BioSample,Mixture12-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528823,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,900175715,PRJNA1031245,SAMN37987440,SARS-CoV-2: wastewater surveillance,899904749,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22232006,USA,North America,USA: North Carolina,PromethION,Control,Mixture11-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture11-v4.1-pos_BioSample,Mixture11-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528824,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,871552650,PRJNA1031245,SAMN37987441,SARS-CoV-2: wastewater surveillance,871423926,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232005,USA,North America,USA: North Carolina,PromethION,Control,Mixture10-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture10-v4.1-pos_BioSample,Mixture10-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528825,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,1247830205,PRJNA1031245,SAMN37987442,SARS-CoV-2: wastewater surveillance,1248324644,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232004,USA,North America,USA: North Carolina,PromethION,Control,Mixture09-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:28:00Z,1,Mixture09-v4.1-pos_BioSample,Mixture09-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528826,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,772508108,PRJNA1031245,SAMN37987443,SARS-CoV-2: wastewater surveillance,772839927,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232003,USA,North America,USA: North Carolina,PromethION,Control,Mixture08-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture08-v4.1-pos_BioSample,Mixture08-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528827,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,621992356,PRJNA1031245,SAMN37987444,SARS-CoV-2: wastewater surveillance,621562925,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22232002,USA,North America,USA: North Carolina,PromethION,Control,Mixture07-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture07-v4.1-pos_BioSample,Mixture07-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528828,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,675531941,PRJNA1031245,SAMN37987445,SARS-CoV-2: wastewater surveillance,675399492,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22232001,USA,North America,USA: North Carolina,PromethION,Control,Mixture06-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture06-v4.1-pos_BioSample,Mixture06-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528829,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,742611259,PRJNA1031245,SAMN37987446,SARS-CoV-2: wastewater surveillance,743360849,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232000,USA,North America,USA: North Carolina,PromethION,Control,Mixture05-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture05-v4.1-pos_BioSample,Mixture05-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528830,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,733395885,PRJNA1031245,SAMN37987447,SARS-CoV-2: wastewater surveillance,734683326,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231999,USA,North America,USA: North Carolina,PromethION,Control,Mixture04-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture04-v4.1-pos_BioSample,Mixture04-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528831,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,645773423,PRJNA1031245,SAMN37987448,SARS-CoV-2: wastewater surveillance,645584981,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231998,USA,North America,USA: North Carolina,PromethION,Control,Mixture03-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture03-v4.1-pos_BioSample,Mixture03-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528832,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,623108721,PRJNA1031245,SAMN37987449,SARS-CoV-2: wastewater surveillance,624830608,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231997,USA,North America,USA: North Carolina,PromethION,Control,Mixture02-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture02-v4.1-pos_BioSample,Mixture02-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528833,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,651231726,PRJNA1031245,SAMN37987450,SARS-CoV-2: wastewater surveillance,652795854,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231996,USA,North America,USA: North Carolina,PromethION,Control,Mixture01-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture01-v4.1-pos_BioSample,Mixture01-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
