Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,Organism,Platform,population_size_of_the_catchment_area,ReleaseDate,create_date,version,Sample Name,Sample_name,sample_storage_temperature,sample_storage_time,sampling_time_point,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target,geographic_location_(latitude),geographic_location_(longitude)
ERR12331024,AMPLICON,167,936411211,PRJEB61810,SAMEA114705328,565725801,UPPSALA UNIVERSITY,2023-02-10,public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707900,SAMEA114705328,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:30:00Z,1,SAMEA114705328,Terminal 5-06,4,1,2023-02-10,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-06,SARS-CoV-2,59.65,17.93
ERR12331025,AMPLICON,176,667691972,PRJEB61810,SAMEA114705329,387049506,UPPSALA UNIVERSITY,2023-02-17,public,"bam,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707901,SAMEA114705329,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T00:13:00Z,1,SAMEA114705329,Terminal 5-07,4,1,2023-02-17,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-07,SARS-CoV-2,59.65,17.93
ERR12331027,AMPLICON,187,774403632,PRJEB61810,SAMEA114705331,438926785,UPPSALA UNIVERSITY,2023-03-03,public,"bam,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707903,SAMEA114705331,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:40:00Z,1,SAMEA114705331,Terminal 5-09,4,1,2023-03-03,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-09,SARS-CoV-2,59.65,17.93
ERR12331028,AMPLICON,140,529081721,PRJEB61810,SAMEA114705332,358278859,UPPSALA UNIVERSITY,2023-03-07,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707904,SAMEA114705332,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705332,Terminal 5-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-10,SARS-CoV-2,59.65,17.93
ERR12331030,AMPLICON,122,454257480,PRJEB61810,SAMEA114705334,294672612,UPPSALA UNIVERSITY,2023-03-21,public,"run.zq,bam,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707906,SAMEA114705334,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:30:00Z,1,SAMEA114705334,Terminal 5-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-12,SARS-CoV-2,59.65,17.93
ERR12331031,AMPLICON,172,84448666,PRJEB61810,SAMEA114705335,53226196,UPPSALA UNIVERSITY,2023-03-28,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707907,SAMEA114705335,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:52:00Z,1,SAMEA114705335,Terminal 5-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-13,SARS-CoV-2,59.65,17.93
ERR12331032,AMPLICON,156,542904500,PRJEB61810,SAMEA114705336,331001239,UPPSALA UNIVERSITY,2023-04-04,public,"sra,bam,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707908,SAMEA114705336,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-06T02:33:00Z,1,SAMEA114705336,Terminal 5-14,4,1,2023-04-04,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-14,SARS-CoV-2,59.65,17.93
ERR12331033,AMPLICON,149,589988963,PRJEB61810,SAMEA114705337,361363145,UPPSALA UNIVERSITY,2023-04-11,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707909,SAMEA114705337,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705337,Terminal 5-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-15,SARS-CoV-2,59.65,17.93
ERR12331034,AMPLICON,174,898728972,PRJEB61810,SAMEA114705338,522948823,UPPSALA UNIVERSITY,2023-04-18,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707910,SAMEA114705338,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705338,Terminal 5-16,4,1,2023-04-18,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-16,SARS-CoV-2,59.65,17.93
ERR12331035,AMPLICON,157,800281133,PRJEB61810,SAMEA114705339,510283860,UPPSALA UNIVERSITY,2023-04-25,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707911,SAMEA114705339,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-04T21:16:00Z,1,SAMEA114705339,Terminal 5-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-17,SARS-CoV-2,59.65,17.93
ERR12331038,AMPLICON,170,1035269489,PRJEB61810,SAMEA114705342,615578385,UPPSALA UNIVERSITY,2023-05-16,public,"sra,bam,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707914,SAMEA114705342,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705342,Terminal 5-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-20,SARS-CoV-2,59.65,17.93
ERR12331040,AMPLICON,163,609732103,PRJEB61810,SAMEA114705344,368991176,UPPSALA UNIVERSITY,2023-01-13,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707916,SAMEA114705344,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-2,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T06:15:00Z,1,SAMEA114705344,Måby-2,4,1,2023-01-13,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-2,SARS-CoV-2,59.63,17.89
ERR12331042,AMPLICON,175,961982542,PRJEB61810,SAMEA114705346,539668502,UPPSALA UNIVERSITY,2023-01-27,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707918,SAMEA114705346,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-04,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705346,Måby-04,4,1,2023-01-27,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-04,SARS-CoV-2,59.63,17.89
ERR12331044,AMPLICON,125,736998482,PRJEB61810,SAMEA114705348,561668785,UPPSALA UNIVERSITY,2023-02-10,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707920,SAMEA114705348,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-06,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705348,Måby-06,4,1,2023-02-10,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-06,SARS-CoV-2,59.63,17.89
ERR12331045,AMPLICON,188,805751840,PRJEB61810,SAMEA114705349,458940243,UPPSALA UNIVERSITY,2023-02-17,public,"sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707921,SAMEA114705349,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-07,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:41:00Z,1,SAMEA114705349,Måby-07,4,1,2023-02-17,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-07,SARS-CoV-2,59.63,17.89
ERR12331046,AMPLICON,184,765070200,PRJEB61810,SAMEA114705350,440558432,UPPSALA UNIVERSITY,2023-02-24,public,"run.zq,sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707922,SAMEA114705350,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-08,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T00:13:00Z,1,SAMEA114705350,Måby-08,4,1,2023-02-24,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-08,SARS-CoV-2,59.63,17.89
ERR12331047,AMPLICON,179,767632121,PRJEB61810,SAMEA114705351,436416075,UPPSALA UNIVERSITY,2023-03-03,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707923,SAMEA114705351,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-09,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T06:12:00Z,1,SAMEA114705351,Måby-09,4,1,2023-03-03,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-09,SARS-CoV-2,59.63,17.89
ERR12331048,AMPLICON,169,885017636,PRJEB61810,SAMEA114705352,513975384,UPPSALA UNIVERSITY,2023-03-07,public,"bam,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707924,SAMEA114705352,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-10,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:41:00Z,1,SAMEA114705352,Måby-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-10,SARS-CoV-2,59.63,17.89
ERR12331049,AMPLICON,104,82657899,PRJEB61810,SAMEA114705353,55571405,UPPSALA UNIVERSITY,2023-03-14,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707925,SAMEA114705353,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-11,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T02:32:00Z,1,SAMEA114705353,Måby-11,4,1,2023-03-14,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-11,SARS-CoV-2,59.63,17.89
ERR12331051,AMPLICON,167,812980372,PRJEB61810,SAMEA114705355,475064615,UPPSALA UNIVERSITY,2023-03-28,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707927,SAMEA114705355,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-13,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T00:14:00Z,1,SAMEA114705355,Måby-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-13,SARS-CoV-2,59.63,17.89
ERR12331053,AMPLICON,157,833511286,PRJEB61810,SAMEA114705357,481763703,UPPSALA UNIVERSITY,2023-04-11,public,"sra,bam,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707929,SAMEA114705357,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-15,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705357,Måby-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-15,SARS-CoV-2,59.63,17.89
ERR12331055,AMPLICON,172,547068995,PRJEB61810,SAMEA114705359,317001188,UPPSALA UNIVERSITY,2023-04-25,public,"bam,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707931,SAMEA114705359,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-17,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705359,Måby-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-17,SARS-CoV-2,59.63,17.89
ERR12331057,AMPLICON,186,1608925622,PRJEB61810,SAMEA114705361,891720869,UPPSALA UNIVERSITY,2023-05-09,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707933,SAMEA114705361,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-19,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T05:01:00Z,1,SAMEA114705361,Måby-19,4,1,2023-05-09,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-19,SARS-CoV-2,59.63,17.89
ERR12331058,AMPLICON,180,1308606801,PRJEB61810,SAMEA114705362,748366524,UPPSALA UNIVERSITY,2023-05-16,public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707934,SAMEA114705362,Sweden,Europe,Sweden,"Arlanda Airport\, Sigtuna\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,MÃ¥by-20,SINGLE,RT-PCR,METAGENOMIC,Måby,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T05:02:00Z,1,SAMEA114705362,Måby-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,wastewater from Måby connection tunnel,ERP146892,Måby-20,SARS-CoV-2,59.63,17.89
ERR12331060,AMPLICON,187,888419638,PRJEB61810,SAMEA114709484,510559638,UPPSALA UNIVERSITY,2023-01-03,public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707936,SAMEA114709484,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Stockholm-1,SINGLE,RT-PCR,METAGENOMIC,Henriksdal inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,1687800,2023-12-01T00:00:00Z,2023-12-05T04:59:00Z,1,SAMEA114709484,Stockholm-01,4,1,2023-01-03,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Stockholm-01,SARS-CoV-2,59.31,18.11
ERR12331061,AMPLICON,191,885485095,PRJEB61810,SAMEA114709485,504163717,UPPSALA UNIVERSITY,2023-01-10,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707937,SAMEA114709485,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Stockholm-2,SINGLE,RT-PCR,METAGENOMIC,Henriksdal inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,1687800,2023-12-01T00:00:00Z,2023-12-04T22:58:00Z,1,SAMEA114709485,Stockholm-02,4,1,2023-01-10,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Stockholm-02,SARS-CoV-2,59.31,18.11
ERR12331062,AMPLICON,186,1089421446,PRJEB61810,SAMEA114709486,616119322,UPPSALA UNIVERSITY,2023-01-17,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707938,SAMEA114709486,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Stockholm-3,SINGLE,RT-PCR,METAGENOMIC,Henriksdal inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,1687800,2023-12-01T00:00:00Z,2023-12-05T06:14:00Z,1,SAMEA114709486,Stockholm-03,4,1,2023-01-17,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Stockholm-03,SARS-CoV-2,59.31,18.11
ERR12331064,AMPLICON,185,1193322789,PRJEB61810,SAMEA114709488,677111347,UPPSALA UNIVERSITY,2023-01-31,public,"bam,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707940,SAMEA114709488,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Stockholm-05,SINGLE,RT-PCR,METAGENOMIC,Henriksdal inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,1687800,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114709488,Stockholm-05,4,1,2023-01-31,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Stockholm-05,SARS-CoV-2,59.31,18.11
