Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling
SRR22118082,AMPLICON,69,168617071,PRJNA896334,SAMN31542279,SARS-CoV-2: wastewater surveillance,70844211,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097821,India,Asia,India: Pune,NextSeq 550,wastewater,IP11695,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-71,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118083,AMPLICON,69,148444439,PRJNA896334,SAMN31542278,SARS-CoV-2: wastewater surveillance,65219397,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097820,India,Asia,India: Pune,NextSeq 550,wastewater,IP11696,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-70,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118084,AMPLICON,69,125537164,PRJNA896334,SAMN31542277,SARS-CoV-2: wastewater surveillance,54513153,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097819,India,Asia,India: Pune,NextSeq 550,wastewater,IP11716,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-69,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118085,AMPLICON,67,393346123,PRJNA896334,SAMN31542250,SARS-CoV-2: wastewater surveillance,165802199,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097818,India,Asia,India: Pune,NextSeq 550,wastewater,IP05718,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-42,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118086,AMPLICON,70,125442878,PRJNA896334,SAMN31542276,SARS-CoV-2: wastewater surveillance,51497705,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097817,India,Asia,India: Pune,NextSeq 550,wastewater,IP11325,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-68,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118087,AMPLICON,70,110685025,PRJNA896334,SAMN31542275,SARS-CoV-2: wastewater surveillance,45030311,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097816,India,Asia,India: Pune,NextSeq 550,wastewater,IP11321,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-67,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118088,AMPLICON,70,115284195,PRJNA896334,SAMN31542274,SARS-CoV-2: wastewater surveillance,46254571,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097815,India,Asia,India: Pune,NextSeq 550,wastewater,IP11337,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-66,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118089,AMPLICON,68,69173077,PRJNA896334,SAMN31542273,SARS-CoV-2: wastewater surveillance,30407049,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097814,India,Asia,India: Pune,NextSeq 550,wastewater,IP11659,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-65,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118090,AMPLICON,68,102769132,PRJNA896334,SAMN31542272,SARS-CoV-2: wastewater surveillance,44960178,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097813,India,Asia,India: Pune,NextSeq 550,wastewater,IP11676,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-64,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118091,AMPLICON,68,141788842,PRJNA896334,SAMN31542271,SARS-CoV-2: wastewater surveillance,61049076,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097812,India,Asia,India: Pune,NextSeq 550,wastewater,IP11664,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-63,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118092,AMPLICON,70,272799681,PRJNA896334,SAMN31542270,SARS-CoV-2: wastewater surveillance,110556159,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097811,India,Asia,India: Pune,NextSeq 550,wastewater,IP10593,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-62,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118093,AMPLICON,69,162074291,PRJNA896334,SAMN31542269,SARS-CoV-2: wastewater surveillance,67008640,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097810,India,Asia,India: Pune,NextSeq 550,wastewater,IP10600,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-61,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118094,AMPLICON,70,162315837,PRJNA896334,SAMN31542268,SARS-CoV-2: wastewater surveillance,67739228,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097809,India,Asia,India: Pune,NextSeq 550,wastewater,IP10307,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-60,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118095,AMPLICON,70,179189319,PRJNA896334,SAMN31542267,SARS-CoV-2: wastewater surveillance,72958182,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097808,India,Asia,India: Pune,NextSeq 550,wastewater,IP10309,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-59,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118096,AMPLICON,70,101872898,PRJNA896334,SAMN31542249,SARS-CoV-2: wastewater surveillance,44481659,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097807,India,Asia,India: Pune,NextSeq 550,wastewater,IP11783,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-41,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118097,AMPLICON,69,227589070,PRJNA896334,SAMN31542266,SARS-CoV-2: wastewater surveillance,93907152,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097806,India,Asia,India: Pune,NextSeq 550,wastewater,IP10612,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-58,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118098,AMPLICON,71,276528846,PRJNA896334,SAMN31542265,SARS-CoV-2: wastewater surveillance,107835072,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097805,India,Asia,India: Pune,NextSeq 550,wastewater,IP09732,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-57,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118099,AMPLICON,70,284954115,PRJNA896334,SAMN31542264,SARS-CoV-2: wastewater surveillance,117325195,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097804,India,Asia,India: Pune,NextSeq 550,wastewater,IP09754,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-56,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118100,AMPLICON,71,258885014,PRJNA896334,SAMN31542263,SARS-CoV-2: wastewater surveillance,103876238,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097803,India,Asia,India: Pune,NextSeq 550,wastewater,IP09766,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-55,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118101,AMPLICON,70,235751412,PRJNA896334,SAMN31542262,SARS-CoV-2: wastewater surveillance,96403262,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-17,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097802,India,Asia,India: Pune,NextSeq 550,wastewater,IP08537,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-54,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118102,AMPLICON,70,310679412,PRJNA896334,SAMN31542261,SARS-CoV-2: wastewater surveillance,124683409,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-13,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097801,India,Asia,India: Pune,NextSeq 550,wastewater,IP08515,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-53,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118103,AMPLICON,70,358300486,PRJNA896334,SAMN31542260,SARS-CoV-2: wastewater surveillance,148654815,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097800,India,Asia,India: Pune,NextSeq 550,wastewater,IP08109,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-52,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118104,AMPLICON,70,335881506,PRJNA896334,SAMN31542259,SARS-CoV-2: wastewater surveillance,139474340,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-06,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097799,India,Asia,India: Pune,NextSeq 550,wastewater,IP08126,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:35:00Z,1,PR-51,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118105,AMPLICON,70,90362938,PRJNA896334,SAMN31542258,SARS-CoV-2: wastewater surveillance,37547926,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097798,India,Asia,India: Pune,NextSeq 550,wastewater,IP08582,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-50,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118106,AMPLICON,71,564202260,PRJNA896334,SAMN31542257,SARS-CoV-2: wastewater surveillance,245977318,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-30,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097797,India,Asia,India: Pune,NextSeq 550,wastewater,IP08010,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:36:00Z,1,PR-49,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118107,AMPLICON,70,378699786,PRJNA896334,SAMN31542248,SARS-CoV-2: wastewater surveillance,156071047,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097796,India,Asia,India: Pune,NextSeq 550,wastewater,IP07449,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:36:00Z,1,PR-40,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118108,AMPLICON,70,397934858,PRJNA896334,SAMN31542247,SARS-CoV-2: wastewater surveillance,164433225,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097795,India,Asia,India: Pune,NextSeq 550,wastewater,IP07455,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:36:00Z,1,PR-39,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
