Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR23702760,AMPLICON,226,300260,PRJNA941107,SAMN33590215,SARS-CoV-2: wastewater surveillance,322324,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"run.zq,sra,bam","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX19564585,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-263,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-263,21-263,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702761,AMPLICON,293,845016301,PRJNA941107,SAMN33590017,SARS-CoV-2: wastewater surveillance,195817508,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/1/21,2021-06-01,public,"bam,activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX19564584,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, Johannesburg\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0215,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0215,21-0215,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702762,AMPLICON,270,339232969,PRJNA941107,SAMN33590214,SARS-CoV-2: wastewater surveillance,50220869,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/15/21,2021-11-15,public,"activ_sars2_vcf,run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564583,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-262,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-262,21-262,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702763,AMPLICON,152,72673,PRJNA941107,SAMN33590213,SARS-CoV-2: wastewater surveillance,236108,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/15/21,2021-11-15,public,"bam,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564582,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-261,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-261,21-261,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702764,AMPLICON,213,187125,PRJNA941107,SAMN33590212,SARS-CoV-2: wastewater surveillance,280970,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/15/21,2021-11-15,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564581,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-260,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-260,21-260,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702765,AMPLICON,270,367340571,PRJNA941107,SAMN33590211,SARS-CoV-2: wastewater surveillance,54210876,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"bam,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX19564580,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-259,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-259,21-259,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702766,AMPLICON,262,79952990,PRJNA941107,SAMN33590210,SARS-CoV-2: wastewater surveillance,12697987,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"run.zq,bam,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19564579,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-258,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-258,21-258,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702767,AMPLICON,271,686919808,PRJNA941107,SAMN33590209,SARS-CoV-2: wastewater surveillance,101219015,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"run.zq,sra,activ_sars2_vcf,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564578,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-257,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-257,21-257,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702768,AMPLICON,270,185397141,PRJNA941107,SAMN33590208,SARS-CoV-2: wastewater surveillance,27036679,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/15/21,2021-11-15,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564577,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-256,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-256,21-256,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702769,AMPLICON,272,219177256,PRJNA941107,SAMN33590207,SARS-CoV-2: wastewater surveillance,30477096,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/15/21,2021-11-15,public,"bam,sra,activ_sars2_vcf,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19564576,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-255,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-255,21-255,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702770,AMPLICON,228,400874,PRJNA941107,SAMN33590206,SARS-CoV-2: wastewater surveillance,346178,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"run.zq,bam,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19564575,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-253,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-253,21-253,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702771,AMPLICON,227,545133,PRJNA941107,SAMN33590205,SARS-CoV-2: wastewater surveillance,410357,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564574,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-252,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-252,21-252,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702772,AMPLICON,293,568469366,PRJNA941107,SAMN33590016,SARS-CoV-2: wastewater surveillance,128912837,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/1/21,2021-06-01,public,"sra,activ_sars2_vcf,bam,run.zq","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564573,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0214,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0214,21-0214,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702773,AMPLICON,268,221730421,PRJNA941107,SAMN33590204,SARS-CoV-2: wastewater surveillance,32115514,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"activ_sars2_vcf,bam,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19564572,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-251,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-251,21-251,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702774,AMPLICON,219,166952,PRJNA941107,SAMN33590203,SARS-CoV-2: wastewater surveillance,273186,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564571,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-250,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-250,21-250,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702775,AMPLICON,217,350512,PRJNA941107,SAMN33590202,SARS-CoV-2: wastewater surveillance,344900,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"bam,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564570,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-249,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-249,21-249,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702776,AMPLICON,153,113875,PRJNA941107,SAMN33590201,SARS-CoV-2: wastewater surveillance,253066,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/8/21,2021-11-08,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564569,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-248,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-248,21-248,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702777,AMPLICON,288,8442753,PRJNA941107,SAMN33590200,SARS-CoV-2: wastewater surveillance,2341133,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/8/21,2021-11-08,public,"bam,sra,activ_sars2_vcf,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564568,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-247,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-247,21-247,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702778,AMPLICON,276,3510106,PRJNA941107,SAMN33590199,SARS-CoV-2: wastewater surveillance,1247350,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564567,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-245,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-245,21-245,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702779,AMPLICON,275,1498050,PRJNA941107,SAMN33590198,SARS-CoV-2: wastewater surveillance,666103,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"bam,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564566,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-244,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-244,21-244,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702780,AMPLICON,275,2143756,PRJNA941107,SAMN33590197,SARS-CoV-2: wastewater surveillance,842962,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564565,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-243,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-243,21-243,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702781,AMPLICON,273,1211187,PRJNA941107,SAMN33590196,SARS-CoV-2: wastewater surveillance,586163,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"bam,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX19564536,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-241,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-241,21-241,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702782,AMPLICON,290,367948903,PRJNA941107,SAMN33590047,SARS-CoV-2: wastewater surveillance,87917742,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"activ_sars2_vcf,sra,bam,run.zq","ncbi,s3,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19564563,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0290,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0290,21-0290,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702783,AMPLICON,294,302883166,PRJNA941107,SAMN33590046,SARS-CoV-2: wastewater surveillance,75330960,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/7/21,2021-06-07,public,"bam,sra,activ_sars2_vcf,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564562,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-029,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-029,21-029,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702784,AMPLICON,290,349210834,PRJNA941107,SAMN33590045,SARS-CoV-2: wastewater surveillance,80336294,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/26/21,2021-07-26,public,"run.zq,sra,bam,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX19564561,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0289,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0289,21-0289,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702785,AMPLICON,242,81930,PRJNA941107,SAMN33590000,SARS-CoV-2: wastewater surveillance,242129,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/13/21,2021-04-13,public,"sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564560,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0145,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0145,21-0145,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702786,AMPLICON,290,217922497,PRJNA941107,SAMN33590044,SARS-CoV-2: wastewater surveillance,51137309,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/21/21,2021-07-21,public,"run.zq,activ_sars2_vcf,sra,bam","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564559,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-0282,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0282,21-0282,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702787,AMPLICON,290,401678450,PRJNA941107,SAMN33590043,SARS-CoV-2: wastewater surveillance,94802191,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/21/21,2021-07-21,public,"bam,run.zq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19564558,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-0281,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0281,21-0281,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702788,AMPLICON,290,17023920,PRJNA941107,SAMN33590042,SARS-CoV-2: wastewater surveillance,4208167,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"run.zq,sra,activ_sars2_vcf,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564557,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Borcheds Quarry Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-0280,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0280,21-0280,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702789,AMPLICON,293,653751931,PRJNA941107,SAMN33590041,SARS-CoV-2: wastewater surveillance,148004851,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/3/21,2021-06-03,public,"run.zq,activ_sars2_vcf,bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564556,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daveyton\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-028,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-028,21-028,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702790,AMPLICON,290,406620641,PRJNA941107,SAMN33590040,SARS-CoV-2: wastewater surveillance,93162302,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"bam,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564555,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Kwanobuhle Waterwaste\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0271,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0271,21-0271,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702791,AMPLICON,290,346062180,PRJNA941107,SAMN33590039,SARS-CoV-2: wastewater surveillance,83099004,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"activ_sars2_vcf,bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX19564554,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Brickfield Pretreatment\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0270,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0270,21-0270,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702792,AMPLICON,291,329612034,PRJNA941107,SAMN33590038,SARS-CoV-2: wastewater surveillance,77590340,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"activ_sars2_vcf,sra,bam,run.zq","ncbi,s3,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19564553,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-0269,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0269,21-0269,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702793,AMPLICON,290,66219951,PRJNA941107,SAMN33590037,SARS-CoV-2: wastewater surveillance,16522994,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"bam,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564552,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0267,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0267,21-0267,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702794,AMPLICON,293,642481091,PRJNA941107,SAMN33590036,SARS-CoV-2: wastewater surveillance,148450530,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/1/21,2021-06-01,public,"bam,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564551,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-026,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-026,21-026,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702795,AMPLICON,293,682818336,PRJNA941107,SAMN33590035,SARS-CoV-2: wastewater surveillance,158609829,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/1/21,2021-06-01,public,"sra,activ_sars2_vcf,bam,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19564550,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-025,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-025,21-025,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
